ID	Word	Definition	Class	Register	CEFR Level	IPA	Image	Example	Cambridge Examples	Audio	Definition Audio	Example Audio	Explanation	Morphology	Etymology	Connected Words	Hint	Tags
brick	brick	"A <span id=""word-in-definition"">brick</span> is a block of hard clay that is used for building things, such as walls."	noun		B2	/brɪk/	"<img src=""brick.jpg"" />"	There were several bricks scattered on the ground.	"• The chimney was made of bricks.
<br>• red-brick houses
<br>• He was so embarrassed - his face went brick-red (= a dark red)."	[sound:brick.mp3]	[sound:brick_meaning.mp3]	[sound:brick_example.mp3]						English::cefr-B2
express	express	"To <span id=""word-in-definition"">express</span> a feeling or idea means to show others how one thinks or feels."	verb		B2	/ɪkˈspres/	"<img src=""express.jpg"" />"	The nurse expressed her sympathy for the sick patient.	"• Her eyes expressed deep sadness.
<br>• I would like to express my thanks for your kindness.
<br>• Words can't express how happy I am.
<br>• These figures are expressed as a percentage of the total."	[sound:express.mp3]	[sound:express_meaning.mp3]	[sound:express_example.mp3]						English::cefr-B2
injure	injure	"To <span id=""word-in-definition"">injure</span> someone means to damage a part of their body."	verb		B1	/ˈɪn.dʒɚ/	"<img src=""injure.jpg"" />"	The car crash injured two people.	"• A bomb exploded at the embassy, injuring several people.
<br>• She fell and injured her shoulder.
<br>• He was badly injured in the crash.
<br>• He claimed that working too hard was injuring his health."	[sound:injure.mp3]	[sound:injure_meaning.mp3]	[sound:injure_example.mp3]						English::cefr-B1
mixture	mixture	"A <span id=""word-in-definition"">mixture</span> is something that is made by mixing other things together."	noun		B2	/ˈmɪks.tʃɚ/	"<img src=""mixture.jpg"" />"	The walls were built using a mixture of water, rock, and dirt.	"• The mixture of flour, water, and yeast is then left in a warm place for four hours.
<br>• Their latest CD is a mixture of new and old songs."	[sound:mixture.mp3]	[sound:mixture_meaning.mp3]	[sound:mixture_example.mp3]						English::cefr-B2
ruin	ruin	"To <span id=""word-in-definition"">ruin</span> something means to harm or damage it greatly."	verb		B2	/ˈruː.ɪn/	"<img src=""ruin.jpg"" />"	Our walk in the park was ruined by the sudden rain.	"• Huge modern hotels have ruined this once unspoilt coastline.
<br>• Her injury ruined her chances of winning the race."	[sound:ruin.mp3]	[sound:ruin_meaning.mp3]	[sound:ruin_example.mp3]						English::cefr-B2
slight	slight	"If something is <span id=""word-in-definition"">slight</span>, then it is small or minor."	adjective		B2	/slaɪt/	"<img src=""slight.jpg"" />"	There was only a slight change in the little boy’s height.	"• a slight improvement
<br>• a slight incline
<br>• She had a slight headache.
<br>• I don't have the slightest idea what he's talking about."	[sound:slight.mp3]	[sound:slight_meaning.mp3]	[sound:slight_example.mp3]						English::cefr-B2
although	although	"You use <span id=""word-in-definition"">although</span> to say that one thing is contrasted by another."	conjunction		B1	/ɑːlˈðoʊ/	"<img src=""although.jpg"" />"	although she was late, her friends gave her a warm welcome.	"• She walked home by herself, although she knew that it was dangerous.
<br>• He decided to go, although I begged him not to."	[sound:although.mp3]	[sound:although_meaning.mp3]	[sound:although_example.mp3]						English::cefr-B1
bury	bury	"To <span id=""word-in-definition"">bury</span> someone or something means to put them into a hole in the ground and cover them."	verb		B2	/ˈber.i/	"<img src=""bury.jpg"" />"	"They <span class=""hide"">buried</span> their grandfather under his favorite tree after he died."	"• The dog trotted off to bury its bone.
<br>• buried treasure"	[sound:bury.mp3]	[sound:bury_meaning.mp3]	[sound:bury_example.mp3]						English::cefr-B2
climate	climate	"A <span id=""word-in-definition"">climate</span> is the usual weather in a place."	noun		B1	/ˈklaɪ.mət/	"<img src=""climate.jpg"" />"	The climate in the desert is very hot.	"• a hot/dry/harsh climate
<br>• The Mediterranean climate is good for growing citrus fruits and grapes.
<br>• When we retire, we're going to move to a warmer climate."	[sound:climate.mp3]	[sound:climate_meaning.mp3]	[sound:climate_example.mp3]						English::cefr-B1
complain	complain	"When you <span id=""word-in-definition"">complain</span>, you say that you are unhappy about something."	verb		B1	/kəmˈpleɪn/	"<img src=""complain.jpg"" />"	The workers complained that they were being treated unfairly.	"• Lots of people have complained about the noise.
<br>• You're always complaining!
<br>• <span class=""c-grammar-use"">[ + that ]</span> He complained that his boss was useless and he had too much work."	[sound:complain.mp3]	[sound:complain_meaning.mp3]	[sound:complain_example.mp3]						English::cefr-B1
confuse	confuse	"To <span id=""word-in-definition"">confuse</span> someone means to make them feel like they are unsure."	verb		B2	/kənˈfjuːz/	"<img src=""confuse.jpg"" />"	The sign confused the traveler because it pointed in two directions.	"• You're confusing him! Tell him slowly and one thing at a time.
<br>• Stop confusing the issue (= making the problem unnecessarily difficult)!"	[sound:confuse.mp3]	[sound:confuse_meaning.mp3]	[sound:confuse_example.mp3]						English::cefr-B2
due	due	"When something is <span id=""word-in-definition"">due</span>, it is expected to happen or be done at that time."	adjective		B1	/duː/	"<img src=""due.jpg"" />"	The papers were due on the 19th.	"• What time is the next bus due?
<br>• The next meeting is due to be held in three months' time.
<br>• Their first baby is due in January."	[sound:due.mp3]	[sound:due_meaning.mp3]	[sound:due_example.mp3]						English::cefr-B1
entire	entire	"When you talk about an <span id=""word-in-definition"">entire</span> thing, you are talking about the whole thing."	adjective		B2	/ɪnˈtaɪr/	"<img src=""entire.jpg"" />"	He was so hungry that he ate the entire pizza by himself.	"• Between them they ate an entire cake.
<br>• He'd spent the entire journey asleep.
<br>• They got an entire set of silver cutlery as a wedding present."	[sound:entire.mp3]	[sound:entire_meaning.mp3]	[sound:entire_example.mp3]						English::cefr-B2
establish	establish	"To <span id=""word-in-definition"">establish</span> something means to create it."	verb		B2	/ɪˈstæb.lɪʃ/	"<img src=""establish.jpg"" />"	He wanted to establish a club for people to help the Earth.	"• The brewery was established in 1822.
<br>• These methods of working were established in the last century."	[sound:establish.mp3]	[sound:establish_meaning.mp3]	[sound:establish_example.mp3]						English::cefr-B2
measure	measure	"To <span id=""word-in-definition"">measure</span> something means to find out the size or amount (B2), or quality, value, or effect of it. (C2)"	verb		B2, C2	/ˈmeʒ.ɚ/	"<img src=""measure.jpg"" />"	The scientists carefully measured the amount of chemicals in the tubes.	"• There is no way of measuring the damage done to morale.
<br>• ""Will the table fit in here?"" ""I don't know - let's measure it.""
<br>• This machine measures your heart rate.
<br>• He measured the flour into the bowl.
<br>• The main bedroom measures 24 ft by 18 ft (24' x 18').
<br>• Engine speed can be measured in revolutions per minute (rpm).
<br>• The metre is the standard unit for measuring length in the SI system.
<br>• Measure all the dry ingredients into a large mixing bowl.
<br>• This stick is used for measuring the amount of oil in the engine - do you see the marks on it?"	[sound:measure.mp3]	[sound:measure_meaning.mp3]	[sound:measure_example.mp3]						English::cefr-B2 English::cefr-C2
misery	misery	"<span id=""word-in-definition"">misery</span> is extreme suffering."	noun		B2	/ˈmɪz.ɚ.i/	"<img src=""misery.jpg"" />"	There was a lot of misery after Sam lost his dog.	"• We have witnessed the most appalling scenes of human misery.
<br>• Ten years of marriage to him have made her life a misery."	[sound:misery.mp3]	[sound:misery_meaning.mp3]	[sound:misery_example.mp3]						English::cefr-B2
research	research	"<span id=""word-in-definition"">research</span> is close and careful study to discover new things."	noun		B1	/ˈriː.sɝːtʃ/	"<img src=""research.jpg"" />"	Scientists did a lot of research on the subject of blood type.	"• scientific/medical research
<br>• a research student/assistant/laboratory
<br>• They are carrying out/conducting/doing some fascinating research into/on the language of dolphins.
<br>• UK His researches in the field of disease prevention produced unexpected results."	[sound:research.mp3]	[sound:research_meaning.mp3]	[sound:research_example.mp3]						English::cefr-B1
altogether	altogether	"If something happens <span id=""word-in-definition"">altogether</span>, it happens completely."	adverb		B2	/ˌɑːl.təˈɡeð.ɚ/	"<img src=""altogether.jpg"" />"	The company stopped using sugar altogether in its food.	"• The government ought to abolish the tax altogether.
<br>• She wrote less and less often, and eventually she stopped altogether.
<br>• It's all right working with him, but living with him would be a different matter altogether.
<br>• I'm not altogether sure I want that (= I have doubts about it).
<br>• I think Graham will agree, but convincing Mary will be altogether more (= much more) difficult."	[sound:altogether.mp3]	[sound:altogether_meaning.mp3]	[sound:altogether_example.mp3]						English::cefr-B2
bruise	bruise	"A <span id=""word-in-definition"">bruise</span> is a dark mark caused by being hit by something."	noun		B2	/bruːz/	"<img src=""bruise.jpg"" />"	She got a bruise on her knee from falling down.	"• His arms and back were covered in bruises.
<br>• She had a few cuts and bruises but nothing serious.
<br>• One or two of the peaches had bruises on them."	[sound:bruise.mp3]	[sound:bruise_meaning.mp3]	[sound:bruise_example.mp3]						English::cefr-B2
custom	custom	"A <span id=""word-in-definition"">custom</span> is a way of doing things that has been the same for a long time."	noun		B1	/ˈkʌs.təm/	"<img src=""custom.jpg"">"	It is a custom that the bride and groom have the first dance.	"• a local/ancient custom
<br>• <span class=""c-grammar-use"">[ + to infinitive ]</span> In my country, it's the custom (for women) to get married in white.
<br>• It's a custom which is beginning to die out.
<br>• She covered her head out of deference to Muslim custom.
<br>• The women gathered around the coffin and began to wail, as was the custom in the region.
<br>• The song was a custom handed down through the generations."	[sound:custom.mp3]	[sound:custom_meaning.mp3]	[sound:custom_example.mp3]		Middle English: from Old French <i>coustume</i>, based on Latin <i>consuetudo</i>, from <i>consuetus</i>, past participle of <i>consuescere</i> ‘accustom’, from <i>con-</i> (expressing intensive force) + <i>suescere</i> ‘become accustomed’.		* convention<div>* tradition</div><div>* practice</div>		English::cefr-B1
negative	negative	"When something is <span id=""word-in-definition"">negative</span>, it is unpleasant or sad."	adjective		B2	/ˈneɡ.ə.t̬ɪv/	"<img src=""negative.jpg"" />"	She doesn’t like to say negative things about her friends.	"• The warm winter has had a very negative effect/impact on the ski industry.
<br>• a negative attitude
<br>• You're so negative about everything!"	[sound:negative.mp3]	[sound:negative_meaning.mp3]	[sound:negative_example.mp3]						English::cefr-B2
rip	rip	"To <span id=""word-in-definition"">rip</span> something means to pull it apart."	verb		B2	/rɪp/	"<img src=""rip.jpg"" />"	She ripped the paper in half by accident.	"• His new trousers ripped when he bent down.
<br>• I ripped my shirt on a nail.
<br>• <span class=""c-grammar-use"">[ + obj + adj  ]</span> She excitedly ripped the package open.
<br>• The wind ripped the flag to/into shreds (= into little pieces)."	[sound:rip.mp3]	[sound:rip_meaning.mp3]	[sound:rip_example.mp3]						English::cefr-B2
source	source	"A <span id=""word-in-definition"">source</span> of something is the place that it comes from."	noun		B2	/sɔːrs/	"<img src=""source.jpg"">"	The river was the source of drinking water for the village.	"• a source of heat/energy/light
<br>• a heat/energy/light source
<br>• Oranges are a good source of vitamin C.
<br>• Experts are trying to track down the source of the contamination in the water supply.
<br>• We walked up the river to its source in the hills.
<br>• Money is often a source of tension and disagreements in young married couples."	[sound:source.mp3]	[sound:source_meaning.mp3]	[sound:source_example.mp3]						English::cefr-B2
civilization	civilization	"A <span id=""word-in-definition"">civilization</span> is an organized group of humans that have culture and government."	noun		B2	/ˌsɪv.əl.əˈzeɪ.ʃən/	"<img src=""civilization.jpg"" />"	Most early civilizations in Central America didn’t use metal weapons.	"• Some people think that nuclear war would mean the end of civilization.
<br>• Cuzco was the centre of one of the world's most famous civilizations, that of the Incas."	[sound:civilization.mp3]	[sound:civilization_meaning.mp3]	[sound:civilization_example.mp3]						English::cefr-B2
convenient	convenient	"When something is <span id=""word-in-definition"">convenient</span>, it is easy to do and does not take a lot of work."	adjective		B1	/kənˈviː.ni.ənt/	"<img src=""convenient.jpg"">"	The bus is a convenient way to get to school.	"• Our local shop has very convenient opening hours.
<br>• A bike's a very convenient way of getting around.
<br>• <span class=""c-grammar-use"">[ + that ]</span> It's very convenient that you live near the office.
<br>• <span class=""c-grammar-use"">[ + to infinitive ]</span> I find it convenient to be able to do my banking online.
<br>• What time would it be convenient for me to come over?"	[sound:convenient.mp3]	[sound:convenient_meaning.mp3]	[sound:convenient_example.mp3]						English::cefr-B1
fold	fold	"To <span id=""word-in-definition"">fold</span> is to bend something like paper or cloth so that it takes up less space."	verb		B1	/foʊld/	"<img src=""fold.jpg"" />"	I folded the paper and put it in my pocket.	"• I folded the letter (in half) and put it in an envelope.
<br>• He had a neatly folded handkerchief in his jacket pocket.
<br>• Will you help me to fold (up) the sheets?
<br>• The table folds up when not in use."	[sound:fold.mp3]	[sound:fold_meaning.mp3]	[sound:fold_example.mp3]						English::cefr-B1
lid	lid	"A <span id=""word-in-definition"">lid</span> is a top for a box or container that can be removed."	noun		B2	/lɪd/	"<img src=""lid.jpg"" />"	He lifted the lid of the box and revealed her present.	"• Can you get the lid off this jar?
<br>• Put a lid on the saucepan."	[sound:lid.mp3]	[sound:lid_meaning.mp3]	[sound:lid_example.mp3]						English::cefr-B2
poison	poison	"<span id=""word-in-definition"">poison</span> is a dangerous substance that causes illness or death."	noun		B2	/ˈpɔɪ.zən/	"<img src=""poison.jpg"" />"	They used poison to get rid of the rats in their home.	"• The pest control officer put bowls of rat poison in the attic.
<br>• Her drink had been laced with a deadly poison."	[sound:poison.mp3]	[sound:poison_meaning.mp3]	[sound:poison_example.mp3]						English::cefr-B2
stormy	stormy	"<span id=""word-in-definition"">stormy</span> describes something affected or characterized by storms."	adjective		B2	/ˈstɔːr.mi/	"<img src=""stormy.jpg"" />"	The golfers decided to go home because of the stormy weather.	"• stormy weather
<br>• The sky was dark and stormy."	[sound:stormy.mp3]	[sound:stormy_meaning.mp3]	[sound:stormy_example.mp3]						English::cefr-B2
urban	urban	"When something is <span id=""word-in-definition"">urban</span>, it is related to the city."	adjective		B2	/ˈɝː.bən/	"<img src=""urban.jpg"" />"	Subways are an important form of urban transportation.	"• urban development
<br>• urban decay"	[sound:urban.mp3]	[sound:urban_meaning.mp3]	[sound:urban_example.mp3]						English::cefr-B2
accent	accent	"An <span id=""word-in-definition"">accent</span> is a certain way of speaking that shows where a person is from."	noun		B1	/ˈæk.sənt/	"<img src=""accent.jpg"" />"	The new teacher’s accent was clearly a German one.	"• He's got a strong southern/Boston accent.
<br>• She's French but she speaks with an impeccable English accent.
<br>• He speaks with a broad/heavy/strong/thick Yorkshire accent.
<br>• I thought I could detect a slight Canadian accent."	[sound:accent.mp3]	[sound:accent_meaning.mp3]	[sound:accent_example.mp3]						English::cefr-B1
barber	barber	"A <span id=""word-in-definition"">barber</span> is a person whose job is to cut hair."	noun		B1	/ˈbɑːr.bɚ/	"<img src=""barber.jpg"" />"	My hair is getting much too long. I’d better go to the barber’s shop.	• He used to work as a barber.	[sound:barber.mp3]	[sound:barber_meaning.mp3]	[sound:barber_example.mp3]						English::cefr-B1
basement	basement	"A <span id=""word-in-definition"">basement</span> of a house or building is a room that is built underground."	noun		B2	/ˈbeɪs.mənt/	"<img src=""basement.jpg"" />"	They turned their basement into a game room.	"• Our kitchenware department is in the basement.
<br>• a basement flat"	[sound:basement.mp3]	[sound:basement_meaning.mp3]	[sound:basement_example.mp3]						English::cefr-B2
blank	blank	"When something is <span id=""word-in-definition"">blank</span>, it does not have anything on it."	adjective		B1	/blæŋk/	"<img src=""blank.jpg"" />"	She got a blank paper to draw on.	"• a blank sheet of paper
<br>• a blank computer screen
<br>• Sign your name in the blank space at the bottom of the form."	[sound:blank.mp3]	[sound:blank_meaning.mp3]	[sound:blank_example.mp3]						English::cefr-B1
blink	blink	"To <span id=""word-in-definition"">blink</span> means to shut the eyes and quickly open them again."	verb		B2	/blɪŋk/	"<img src=""blink.jpg"" />"	I blinked many times so that my eyes could adjust to the bright light.	• You've got something in your eye - try blinking a few times.	[sound:blink.mp3]	[sound:blink_meaning.mp3]	[sound:blink_example.mp3]						English::cefr-B2
choir	choir	"A <span id=""word-in-definition"">choir</span> is a group of people who sing together."	noun		B2	/ˈkwaɪ.ɚ/	"<img src=""choir.jpg"" />"	He had choir practice every day after school.	"• He sings in the church choir.
<br>• choir practice"	[sound:choir.mp3]	[sound:choir_meaning.mp3]	[sound:choir_example.mp3]						English::cefr-B2
comic	comic	"When something is <span id=""word-in-definition"">comic</span>, it is funny."	adjective		B1	/ˈkɑː.mɪk/	"<img src=""comic.jpg"" />"	The comic actor was famous for his jokes.	• a comic actor/performance	[sound:comic.mp3]	[sound:comic_meaning.mp3]	[sound:comic_example.mp3]						English::cefr-B1
decline	decline	"To <span id=""word-in-definition"">decline</span> an offer or invitation means to say no to it."	verb	formal	B2	/dɪˈklaɪn/	"<img src=""decline.jpg"" />"	She declined his offer to pay for her dinner.	"• I invited him to the meeting but he declined.
<br>• He declined my offer.
<br>• <span class=""c-grammar-use"">[ + to infinitive ]</span> They declined to tell me how they had obtained my address."	[sound:decline.mp3]	[sound:decline_meaning.mp3]	[sound:decline_example.mp3]						English::cefr-B2
reserve	reserve	"To <span id=""word-in-definition"">reserve</span> something means to keep it for a certain person or time."	verb		B1	/rɪˈzɝːv/	"<img src=""reserve.jpg"">"	He reserved a table at the busy restaurant.	"• I reserve Mondays for tidying my desk and answering letters.
<br>• These seats are reserved for the elderly and women with babies.
<br>• I reserve judgment on this issue (= I won't give an opinion on it now) until we have more information."	[sound:reserve.mp3]	[sound:reserve_meaning.mp3]	[sound:reserve_example.mp3]						English::cefr-B1
script	script	"A <span id=""word-in-definition"">script</span> is the words of a film or play."	noun		B2	/skrɪpt/	"<img src=""script.jpg"">"	He read the script of the play three times.	"• Bruce Robinson wrote the script for ""The Killing Fields""."	[sound:script.mp3]	[sound:script_meaning.mp3]	[sound:script_example.mp3]						English::cefr-B2
search	search	"To <span id=""word-in-definition"">search</span> for something or someone means to look for them carefully."	verb		B1	/sɝːtʃ/	"<img src=""search.jpg"" />"	I searched the newspaper for a new job.	"• The police searched the woods for the missing boy.
<br>• She searched his face for some sign of forgiveness, but it remained expressionless.
<br>• He searched (in/through) his pockets for some change.
<br>• I've searched high and low (= everywhere), but I can't find my birth certificate.
<br>• The detectives searched the house from top to bottom (= all over it), but they found no sign of the stolen goods.
<br>• figurative She searched her mind/memory for the man's name, but she couldn't remember it.
<br>• figurative People who are searching after inner peace sometimes turn to religion."	[sound:search.mp3]	[sound:search_meaning.mp3]	[sound:search_example.mp3]						English::cefr-B1
slam	slam	"To <span id=""word-in-definition"">slam</span> is to close something hard; to (cause to) move against a hard surface with force and usually a loud noise."	verb		B2	/slæm/	"<img src=""slam.jpg"" />"	She slammed the book shut after she finished reading it.	"• The wind made the door/window slam (shut).
<br>• Close the door carefully, don't slam it.
<br>• He slammed the brakes on (= used them quickly and with force) when a child ran in front of his car.
<br>• I had to stop suddenly, and the car behind me slammed into the back of me."	[sound:slam.mp3]	[sound:slam_meaning.mp3]	[sound:slam_example.mp3]						English::cefr-B2
atmosphere	atmosphere	"The <span id=""word-in-definition"">atmosphere</span> is the air around the Earth where weather conditions form."	noun		B2	/ˈæt.mə.sfɪr/	"<img src=""atmosphere.jpg"" />"	Scientists worry that harmful substances are hurting the atmosphere.	• These factories are releasing toxic gases into the atmosphere.	[sound:atmosphere.mp3]	[sound:atmosphere_meaning.mp3]	[sound:atmosphere_example.mp3]						English::cefr-B2
author	author	"An <span id=""word-in-definition"">author</span> is a person who wrote a certain piece of writing."	noun		B1	/ˈɑː.θɚ/	"<img src=""author.jpg"" />"	The author was hard at work on his next novel.	• He is the author of two books on French history.	[sound:author.mp3]	[sound:author_meaning.mp3]	[sound:author_example.mp3]						English::cefr-B1
breakdown	breakdown	"A <span id=""word-in-definition"">breakdown</span> is a failure to work correctly."	noun		B2	/ˈbreɪk.daʊn/	"<img src=""breakdown.jpg"" />"	Her car had a breakdown, and she wasn’t sure how to fix it.	"• I had a breakdown (= my car stopped working) in the middle of the road.
<br>• Both sides blamed each other for the breakdown of talks."	[sound:breakdown.mp3]	[sound:breakdown_meaning.mp3]	[sound:breakdown_example.mp3]						English::cefr-B2
chapter	chapter	"A <span id=""word-in-definition"">chapter</span> is a part of a book that usually has a number or a title."	noun		B1	/ˈtʃæp.tɚ/	"<img src=""chapter.jpg"" />"	The first chapter of a book usually introduces the main character of a story.	• Read Chapter 10 before class tomorrow.	[sound:chapter.mp3]	[sound:chapter_meaning.mp3]	[sound:chapter_example.mp3]						English::cefr-B1
connect	connect	"To <span id=""word-in-definition"">connect</span> two things means to join them together."	verb		B1	/kəˈnekt/	"<img src=""connect.jpg"" />"	I connected the mouse to my laptop computer.	"• Can I connect my printer to your computer?
<br>• Where does the stove connect (up) to the electricity?
<br>• Has the phone/electricity/gas/internet been connected (= switched on or joined to the main supply) in your new place yet?"	[sound:connect.mp3]	[sound:connect_meaning.mp3]	[sound:connect_example.mp3]						English::cefr-B1
pea	pea	"<span id=""word-in-definition"">pea</span>s are a vegetable that is small, round and green."	noun		B1	/piː/	"<img src=""pea.jpg"" />"	His favorite food was peas.	"• frozen/dried peas
<br>• pea soup"	[sound:pea.mp3]	[sound:pea_meaning.mp3]	[sound:pea_example.mp3]						English::cefr-B1
state	state	"To <span id=""word-in-definition"">state</span> something means to say it in a definite way."	verb	formal	B2	/steɪt/	"<img src=""state.jpg"" />"	The president stated his opinion about the world’s health concerns.	"• Our warranty clearly states the limits of our liability.
<br>• <span class=""c-grammar-use"">[ + (that) ]</span> Union members stated (that) they were unhappy with the proposal.
<br>• <span class=""c-grammar-use"">[ + question word ]</span> Please state why you wish to apply for this grant.
<br>• Children in the stated (= named) areas were at risk from a lack of food, the report said."	[sound:state.mp3]	[sound:state_meaning.mp3]	[sound:state_example.mp3]						English::cefr-B2
tray	tray	"A <span id=""word-in-definition"">tray</span> is a flat plate used to hold food."	noun		B2	/treɪ/	"<img src=""tray.jpg"" />"	The waiter brought our food on a tray.	• She was carrying a tray of drinks.	[sound:tray.mp3]	[sound:tray_meaning.mp3]	[sound:tray_example.mp3]						English::cefr-B2
unfortunate	unfortunate	"If something is <span id=""word-in-definition"">unfortunate</span>, it is bad or unlucky."	adjective		B2	/ʌnˈfɔːr.tʃən.ət/	"<img src=""unfortunate.jpg"" />"	It was unfortunate that Dave’s team lost, but he still had fun.	"• She has inherited her father's large nose, which is very unfortunate.
<br>• <span class=""c-grammar-use"">[ + (that) ]</span> It was unfortunate (that) he called at the exact moment when our guests were arriving."	[sound:unfortunate.mp3]	[sound:unfortunate_meaning.mp3]	[sound:unfortunate_example.mp3]						English::cefr-B2
vivid	vivid	"When something is <span id=""word-in-definition"">vivid</span>, it is bright and colorful."	adjective		B2	/ˈvɪv.ɪd/	"<img src=""vivid.jpg"">"	The figures in the painting were vivid.	"• He gave a very vivid and often shocking account/description of his time in prison.
<br>• He's one of those people with a very vivid imagination - every time he hears a noise he's convinced it's someone breaking in."	[sound:vivid.mp3]	[sound:vivid_meaning.mp3]	[sound:vivid_example.mp3]						English::cefr-B2
betray	betray	"To <span id=""word-in-definition"">betray</span> someone means to treat them in a dishonest way."	verb		B2	/bɪˈtreɪ/	"<img src=""betray.jpg"" />"	The man betrayed his country when he gave away national secrets.	"• He was accused of betraying his country during the war.
<br>• She felt betrayed by her mother's lack of support.
<br>• For years they betrayed the UK's secrets to Russia.
<br>• formal He promised never to betray his wife (= never to leave her for another person)."	[sound:betray.mp3]	[sound:betray_meaning.mp3]	[sound:betray_example.mp3]						English::cefr-B2
cease	cease	"To <span id=""word-in-definition"">cease</span> means to stop."	verb	formal	B2	/siːs/	"<img src=""cease.jpg"" />"	After about an hour, the rain ceased, and a rainbow appeared.	"• Whether the protests will cease remains to be seen.
<br>• The company has decided to cease all UK operations after this year.
<br>• <span class=""c-grammar-use"">[ + to infinitive ]</span> Workplace nurseries will cease to be liable for tax."	[sound:cease.mp3]	[sound:cease_meaning.mp3]	[sound:cease_example.mp3]						English::cefr-B2
comment	comment	"To <span id=""word-in-definition"">comment</span> means to say something that shows your personal opinion."	verb		B2	/ˈkɑː.ment/	"<img src=""comment.jpg"" />"	Tom commented on the poor quality of the food.	"• My mum always comments on what I'm wearing.
<br>• <span class=""c-grammar-use"">[ + that ]</span> He commented that the two essays were rather similar.
<br>• The official refused to/declined to comment on the matter."	[sound:comment.mp3]	[sound:comment_meaning.mp3]	[sound:comment_example.mp3]						English::cefr-B2
mass	mass	"A <span id=""word-in-definition"">mass</span> is a large number of things of one type."	noun		B2	/mæs/	"<img src=""mass.jpg"" />"	We received a mass of letters this morning.	"• The explosion reduced the church to a mass of rubble.
<br>• The forest is a mass of colour in autumn."	[sound:mass.mp3]	[sound:mass_meaning.mp3]	[sound:mass_example.mp3]						English::cefr-B2
sweep	sweep	"If you <span id=""word-in-definition"">sweep</span> the floor, you clean it with a tool like a broom or a brush."	verb		B2	/swiːp/	"<img src=""sweep.jpg"" />"	There is a lot of dirt on the floor. Can you sweep it please?	"• sweep the floor
<br>• She swept the ashes from the fireplace. 
<br>• When I arrived he was sweeping the leaves from the driveway."	[sound:sweep.mp3]	[sound:sweep_meaning.mp3]	[sound:sweep_example.mp3]						English::cefr-B2
background	background	"A <span id=""word-in-definition"">background</span> is a person’s education, family, and experience."	noun		B1	/ˈbæk.ɡraʊnd/	"<img src=""background.jpg"" />"	The new teacher had a background in science and math.	"• The school has students from many different ethnic/cultural/religious backgrounds.
<br>• They come from a privileged/wealthy background.
<br>• a background in publishing"	[sound:background.mp3]	[sound:background_meaning.mp3]	[sound:background_example.mp3]						English::cefr-B1
copper	copper	"<span id=""word-in-definition"">copper</span> is a red-brown metal often used in electric wire and pipes."	noun		B2	/ˈkɑː.pɚ/	"<img src=""copper.jpg"" />"	Ancient hunters melted copper to make knives and spears.	"• They mine a lot of copper around these parts.
<br>• One of the properties of copper is that it conducts heat and electricity very well."	[sound:copper.mp3]	[sound:copper_meaning.mp3]	[sound:copper_example.mp3]						English::cefr-B2
disease	disease	"A <span id=""word-in-definition"">disease</span> is an illness that causes specific problems."	noun		B1	/dɪˈziːz/	"<img src=""disease.jpg"" />"	He had a disease that caused him to lose his hearing.	"• a contagious/infectious disease
<br>• a common/rare/incurable/fatal disease
<br>• They reported a sudden outbreak of the disease in the south of the country.
<br>• The first symptom of the disease is a very high temperature.
<br>• She has caught/contracted (= begun to have) a lung disease/disease of the lungs.
<br>• Starvation and disease have killed thousands of refugees."	[sound:disease.mp3]	[sound:disease_meaning.mp3]	[sound:disease_example.mp3]						English::cefr-B1
itch	itch	"to <span id=""word-in-definition"">itch</span> is to have or cause an uncomfortable feeling on the skin that makes you want to rub it with your nails."	verb		B2	/ɪtʃ/	"<img src=""itch.jpg"" />"	The rough fabric in his shirt made the back of his neck itch.	• I can't wear wool - it makes me itch.	[sound:itch.mp3]	[sound:itch_meaning.mp3]	[sound:itch_example.mp3]						English::cefr-B2
literature	literature	"<span id=""word-in-definition"">literature</span> is books, plays, and poetry."	noun		B1	/ˈlɪt̬.ɚ.ə.tʃɚ/	"<img src=""literature.jpg"" />"	Early American literature covers the poetry and stories from 1500 to 1800.	"• classical/modern literature
<br>• ""Wuthering Heights"" is a classic of English literature."	[sound:literature.mp3]	[sound:literature_meaning.mp3]	[sound:literature_example.mp3]						English::cefr-B1
myth	myth	"A <span id=""word-in-definition"">myth</span> is a traditional story that explains a culture’s history and beliefs."	noun		B2	/mɪθ/	"<img src=""myth.jpg"" />"	In Greece, there was a myth about a woman who had snakes for hair.	"• ancient myths
<br>• The children enjoyed the stories about the gods and goddesses of Greek and Roman myth.
<br>• Most societies have their own creation myths."	[sound:myth.mp3]	[sound:myth_meaning.mp3]	[sound:myth_example.mp3]						English::cefr-B2
promote	promote	"To <span id=""word-in-definition"">promote</span> someone means to raise them to a higher position or rank."	verb		B1	/prəˈmoʊt/	"<img src=""promote.jpg"" />"	After two years in the company, she was promoted to a manager.	"• If I'm not promoted within the next two years, I'm going to change jobs.
<br>• She's just been promoted to senior sales rep."	[sound:promote.mp3]	[sound:promote_meaning.mp3]	[sound:promote_example.mp3]						English::cefr-B1
